tool		Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6
eca-rers2012/Problem06_label37.yml	false	OUT OF MEMORY	405.443702969	345.7922851410003	15000.047616	cloud-23979	OUT OF MEMORY	359.712893356	298.2969946649973	15000.162304	cloud-23941	OUT OF MEMORY	740.024920605	645.2831894940027	15000.051712	cloud-23933	OUT OF MEMORY	342.977987102	289.72258534899447	15000.051712	cloud-23933
eca-rers2012/Problem06_label38.yml	false	OUT OF MEMORY	435.701704411	388.22876318199997	15000.031232	cloud-23979	OUT OF MEMORY	782.1315132	674.477958497002	15000.047616	cloud-24276	OUT OF MEMORY	289.630187349	244.18100842100102	15000.178688	cloud-23942	TIMEOUT	991.609440177	910.1538535569853	14617.858048	cloud-23980
eca-rers2012/Problem06_label39.yml	true	TIMEOUT	991.04847393	936.089182705	14850.990080	cloud-23943	OUT OF MEMORY	622.415472083	528.3697220550021	15000.047616	cloud-24276	OUT OF MEMORY	573.951845329	497.5691854360048	15000.174592	cloud-23939	OUT OF MEMORY	627.011076474	538.2053908259841	15000.047616	cloud-23982
eca-rers2012/Problem06_label40.yml	true	OUT OF MEMORY	488.165206099	424.28405693900004	15000.170496	cloud-23942	OUT OF MEMORY	572.699377753	481.49727903500025	15000.043520	cloud-23933	TIMEOUT	991.424995302	910.9033167870002	14795.415552	cloud-23979	OUT OF MEMORY	466.38268736	397.45890378800686	15000.055808	cloud-23933
eca-rers2012/Problem06_label41.yml	true	TIMEOUT	991.426472768	920.2299515560007	14582.915072	cloud-23941	OUT OF MEMORY	388.829460698	316.1160112720099	15000.174592	cloud-23940	OUT OF MEMORY	518.450746343	444.1100470620004	15000.055808	cloud-24261	OUT OF MEMORY	270.164805839	227.60597998899175	15000.174592	cloud-23943
eca-rers2012/Problem06_label42.yml	true	OUT OF MEMORY	361.540883945	307.33198857500065	15000.043520	cloud-24259	OUT OF MEMORY	651.87258923	552.4715641010007	15000.043520	cloud-24276	OUT OF MEMORY	319.828315118	264.0684048320036	15000.178688	cloud-23943	OUT OF MEMORY	380.012664555	322.98490728001343	15000.166400	cloud-23942
eca-rers2012/Problem06_label43.yml	true	OUT OF MEMORY	434.028635109	385.1788424639999	15000.039424	cloud-23979	OUT OF MEMORY	444.431705807	397.2098310520014	15000.043520	cloud-23979	OUT OF MEMORY	301.324867632	262.6679753799981	15000.178688	cloud-23941	OUT OF MEMORY	708.983521712	618.1465654569911	15000.051712	cloud-23982
eca-rers2012/Problem06_label44.yml	false	OUT OF MEMORY	577.301637318	512.852166093	15000.047616	cloud-23979	OUT OF MEMORY	268.730657413	230.02926555200247	15000.162304	cloud-23944	OUT OF MEMORY	278.27775665	239.88392416299757	15000.174592	cloud-23940	OUT OF MEMORY	371.730025467	304.9397972880106	15000.178688	cloud-23942
eca-rers2012/Problem06_label45.yml	true	OUT OF MEMORY	479.43166824	421.2549075469997	15000.047616	cloud-23933	OUT OF MEMORY	538.550504866	457.99726928799646	15000.162304	cloud-23942	TIMEOUT	991.256420243	916.7428186930047	14908.276736	cloud-23940	OUT OF MEMORY	590.921754613	498.6299639819772	15000.055808	cloud-23982
eca-rers2012/Problem06_label46.yml	true	TIMEOUT	991.552167348	905.7770329500017	14759.178240	cloud-23979	OUT OF MEMORY	424.584944507	362.135769814995	15000.166400	cloud-23943	OUT OF MEMORY	517.309956932	448.9792391749943	15000.047616	cloud-23933	OUT OF MEMORY	588.677523048	503.2974348340067	15000.051712	cloud-23982
eca-rers2012/Problem06_label47.yml	false	TIMEOUT	991.441244296	908.6266922969999	14803.562496	cloud-23933	OUT OF MEMORY	477.43338855	422.3634151909937	15000.047616	cloud-24261	OUT OF MEMORY	398.181583381	334.16039587299747	15000.170496	cloud-23941	OUT OF MEMORY	486.859128889	404.35778129601385	15000.055808	cloud-23938
eca-rers2012/Problem06_label48.yml	false	TIMEOUT	991.831056426	911.4268903039992	14762.110976	cloud-23933	OUT OF MEMORY	508.037435846	447.8557653289972	15000.043520	cloud-24276	OUT OF MEMORY	550.199199923	494.2986869460001	15000.055808	cloud-24259	OUT OF MEMORY	327.794593457	271.0920352990215	15000.166400	cloud-23944
eca-rers2012/Problem06_label49.yml	true	OUT OF MEMORY	456.023554617	404.07988283300006	15000.039424	cloud-23933	OUT OF MEMORY	302.303822581	242.18919963898952	15000.170496	cloud-23940	OUT OF MEMORY	473.016314101	399.41060477500287	15000.055808	cloud-24261	OUT OF MEMORY	411.616894788	355.57984116699663	15000.047616	cloud-23933
eca-rers2012/Problem06_label50.yml	true	TIMEOUT	991.156895292	920.521073123	14696.177664	cloud-23944	TIMEOUT	991.551771902	910.8282823320042	14944.346112	cloud-24261	OUT OF MEMORY	375.329617707	326.94059377600206	15000.174592	cloud-23942	OUT OF MEMORY	335.168902827	270.28961239999626	15000.162304	cloud-23943
eca-rers2012/Problem06_label51.yml	true	TIMEOUT	991.439059545	908.268143831001	14839.484416	cloud-23933	OUT OF MEMORY	448.694977017	386.125021452026	15000.166400	cloud-23943	OUT OF MEMORY	336.521356575	293.46594935500616	15000.178688	cloud-23939	OUT OF MEMORY	594.162844706	514.4330041460053	15000.051712	cloud-23980
eca-rers2012/Problem06_label52.yml	true	TIMEOUT	992.161257708	889.9211817469986	14746.046464	cloud-23933	OUT OF MEMORY	552.241043669	460.4037102220027	15000.047616	cloud-23933	TIMEOUT	992.000963132	890.0507244889959	14982.815744	cloud-23979	OUT OF MEMORY	309.296103643	265.4339574780024	15000.174592	cloud-23942
eca-rers2012/Problem06_label53.yml	true	TIMEOUT	991.958496678	893.1525415409997	14750.040064	cloud-23933	OUT OF MEMORY	426.295996786	380.4269474390021	15000.047616	cloud-24261	OUT OF MEMORY	288.048389029	246.9813978940001	15000.178688	cloud-23940	OUT OF MEMORY	621.063261693	539.250196235982	15000.047616	cloud-23980
eca-rers2012/Problem06_label54.yml	true	TIMEOUT	991.317790555	921.463930027001	14781.202432	cloud-24259	OUT OF MEMORY	350.607153132	286.82997655500367	15000.170496	cloud-23940	OUT OF MEMORY	370.263805867	319.46620555899426	15000.055808	cloud-24261	OUT OF MEMORY	502.925052685	448.1153668570041	15000.055808	cloud-23980
eca-rers2012/Problem06_label55.yml	true	OUT OF MEMORY	438.615318587	382.5371412910008	15000.051712	cloud-24259	OUT OF MEMORY	547.715634725	468.2187487320043	15000.174592	cloud-23939	TIMEOUT	991.651398135	909.6275080940031	14999.502848	cloud-24261	OUT OF MEMORY	617.267285059	537.3549740059825	15000.043520	cloud-23933
eca-rers2012/Problem06_label56.yml	false	OUT OF MEMORY	253.782106671	216.4790449840002	15000.170496	cloud-23939	OUT OF MEMORY	396.251981019	341.3746171219973	15000.047616	cloud-23933	OUT OF MEMORY	713.681161162	620.3195657460019	15000.051712	cloud-23979	OUT OF MEMORY	471.779406948	419.3449714340095	15000.051712	cloud-23979
eca-rers2012/Problem06_label57.yml	true	OUT OF MEMORY	521.614783624	443.17612427100175	15000.039424	cloud-24259	OUT OF MEMORY	478.352253242	423.6529235869966	15000.047616	cloud-24276	TIMEOUT	991.191709262	919.8948463990018	14129.496064	cloud-23941	OUT OF MEMORY	405.59407736	339.50356219298556	15000.174592	cloud-23939
eca-rers2012/Problem06_label58.yml	false	OUT OF MEMORY	333.635698347	282.905228697	15000.047616	cloud-23979	OUT OF MEMORY	543.092579464	464.0781180599952	15000.043520	cloud-24276	OUT OF MEMORY	339.200070385	290.49228649200006	15000.055808	cloud-23933	TIMEOUT	991.780361194	922.5251681309892	14027.014144	cloud-23979
eca-rers2012/Problem06_label59.yml	false	TIMEOUT	992.198607331	897.0150179270022	14943.621120	cloud-23979	OUT OF MEMORY	364.407084183	313.7985519920039	15000.043520	cloud-24261	OUT OF MEMORY	453.384772618	375.59624066299875	15000.051712	cloud-23933	OUT OF MEMORY	406.244670077	350.5075766200025	15000.051712	cloud-23979
eca-rers2012/Problem07_label00.yml	true	OUT OF MEMORY	93.733734845	50.59949144799975	15000.043520	cloud-23979	OUT OF MEMORY	101.702303487	54.8435543730011	15000.043520	cloud-23979	OUT OF MEMORY	91.734309578	49.45057748800173	15000.055808	cloud-24261	OUT OF MEMORY	118.144513893	64.64004606602248	15000.055808	cloud-23938
eca-rers2012/Problem07_label01.yml	true	OUT OF MEMORY	117.719543915	64.40045645700229	15000.039424	cloud-23979	OUT OF MEMORY	79.058454023	43.55569323999225	15000.166400	cloud-23942	OUT OF MEMORY	98.29387522	53.239516143999936	15000.047616	cloud-23933	OUT OF MEMORY	121.170300051	65.6525929190102	15000.051712	cloud-23938
eca-rers2012/Problem07_label02.yml	true	OUT OF MEMORY	100.434581999	54.30567975000122	15000.047616	cloud-24259	OUT OF MEMORY	87.439387287	48.32606658700388	15000.170496	cloud-23941	OUT OF MEMORY	114.467862968	62.75168386100002	15000.055808	cloud-23979	OUT OF MEMORY	81.693758636	44.769131287990604	15000.174592	cloud-23943
eca-rers2012/Problem07_label03.yml	false	OUT OF MEMORY	79.853720147	43.9119035650001	15000.170496	cloud-23939	OUT OF MEMORY	113.702632137	61.27985832100239	15000.043520	cloud-23933	OUT OF MEMORY	102.761247872	56.43551309800023	15000.055808	cloud-23979	OUT OF MEMORY	125.513996438	68.46121546300128	15000.043520	cloud-23982
eca-rers2012/Problem07_label04.yml	true	OUT OF MEMORY	108.033447483	57.91608102999953	15000.047616	cloud-24259	OUT OF MEMORY	109.2111268	59.929508341003384	15000.043520	cloud-23979	OUT OF MEMORY	81.752621599	45.28117189600016	15000.174592	cloud-23943	OUT OF MEMORY	108.236860017	57.638341371988645	15000.055808	cloud-23933
eca-rers2012/Problem07_label05.yml	false	OUT OF MEMORY	103.289074305	56.11211625099986	15000.309760	cloud-23933	OUT OF MEMORY	80.426354696	44.40884331398411	15000.170496	cloud-23940	OUT OF MEMORY	85.054705941	47.14786004200141	15000.416256	cloud-23943	OUT OF MEMORY	101.968296091	55.035916777007515	15000.055808	cloud-23979
eca-rers2012/Problem07_label06.yml	false	OUT OF MEMORY	85.075337874	45.954222061998735	15000.170496	cloud-23941	OUT OF MEMORY	77.925777658	42.200083046016516	15000.391680	cloud-23940	OUT OF MEMORY	116.133531455	63.942659365	15000.051712	cloud-23979	OUT OF MEMORY	111.267940885	60.06808675697539	15000.223744	cloud-23938
eca-rers2012/Problem07_label07.yml	false	OUT OF MEMORY	102.519263419	55.25294187799955	15000.047616	cloud-23979	OUT OF MEMORY	86.648997913	47.98233622100088	15000.170496	cloud-23941	OUT OF MEMORY	94.984642474	51.274341156000446	15000.047616	cloud-24261	OUT OF MEMORY	84.171763341	45.76945340100792	15000.174592	cloud-23940
eca-rers2012/Problem07_label08.yml	true	OUT OF MEMORY	104.879968721	61.81221900199989	15000.432640	cloud-23941	OUT OF MEMORY	103.065856506	55.15581006600405	15000.252416	cloud-23933	OUT OF MEMORY	91.436350886	50.56618820100266	15000.174592	cloud-23942	OUT OF MEMORY	82.277325538	45.16669165401254	15000.162304	cloud-23943
eca-rers2012/Problem07_label09.yml	false	OUT OF MEMORY	104.834956434	56.64170611099962	15000.043520	cloud-23933	OUT OF MEMORY	74.950463477	41.29348298901459	15000.166400	cloud-23943	OUT OF MEMORY	87.399349273	48.365536998999914	15000.178688	cloud-23944	OUT OF MEMORY	121.183401929	66.52206583498628	15000.047616	cloud-23938
eca-rers2012/Problem07_label10.yml	true	OUT OF MEMORY	119.619888332	64.85114921900004	15000.047616	cloud-23979	OUT OF MEMORY	118.14591039	65.49296195100032	15000.047616	cloud-23979	OUT OF MEMORY	94.122269902	51.00932976000331	15000.170496	cloud-23940	OUT OF MEMORY	110.752184765	59.76196000899654	15000.051712	cloud-23933
eca-rers2012/Problem07_label11.yml	false	OUT OF MEMORY	107.829067687	59.25925796699994	15000.047616	cloud-23933	OUT OF MEMORY	106.422244282	56.77571380799054	15000.039424	cloud-24261	OUT OF MEMORY	92.187687027	49.11879762699755	15000.051712	cloud-24261	OUT OF MEMORY	120.54394621	65.08806578899384	15000.313856	cloud-23938
eca-rers2012/Problem07_label12.yml	true	OUT OF MEMORY	106.742510878	58.06382546900022	15000.047616	cloud-23933	OUT OF MEMORY	78.768328495	43.35037033999106	15000.162304	cloud-23941	OUT OF MEMORY	89.13536628	48.91061444499792	15000.055808	cloud-23979	OUT OF MEMORY	80.416587941	44.68428239799687	15000.363008	cloud-23944
eca-rers2012/Problem07_label13.yml	true	OUT OF MEMORY	86.325697881	47.71522626799924	15000.166400	cloud-23943	OUT OF MEMORY	87.82254821	48.127468723017955	15000.432640	cloud-23944	OUT OF MEMORY	85.856535155	46.80373955900723	15000.174592	cloud-23944	OUT OF MEMORY	90.389043312	48.958858291007346	15000.178688	cloud-23939
eca-rers2012/Problem07_label14.yml	true	OUT OF MEMORY	99.474787693	54.09679187299844	15000.047616	cloud-24259	OUT OF MEMORY	111.760125669	59.871792591002304	15000.043520	cloud-24276	OUT OF MEMORY	76.254733461	41.865843229003076	15000.178688	cloud-23943	OUT OF MEMORY	92.18301191	50.570982905017445	15000.174592	cloud-23941
eca-rers2012/Problem07_label15.yml	false	OUT OF MEMORY	101.961549754	55.08905189000143	15000.043520	cloud-24259	OUT OF MEMORY	99.000993491	54.177578907998395	15000.043520	cloud-23933	OUT OF MEMORY	96.374837317	52.980797720000055	15000.174592	cloud-23939	OUT OF MEMORY	87.42021637	47.66262184799416	15000.162304	cloud-23942
eca-rers2012/Problem07_label16.yml	true	OUT OF MEMORY	128.042293959	71.44622971799981	15000.047616	cloud-24259	OUT OF MEMORY	94.939518389	52.151949979001074	15000.047616	cloud-23979	OUT OF MEMORY	86.907747856	47.6957492970032	15000.174592	cloud-23939	OUT OF MEMORY	85.697952678	46.48105222498998	15000.174592	cloud-23943
eca-rers2012/Problem07_label17.yml	true	OUT OF MEMORY	81.762617882	44.41695588399671	15000.162304	cloud-23944	OUT OF MEMORY	88.809093478	49.36377634998644	15000.166400	cloud-23941	OUT OF MEMORY	83.045729703	45.43931706299918	15000.174592	cloud-23939	OUT OF MEMORY	85.205761036	46.36602308799047	15000.174592	cloud-23939
eca-rers2012/Problem07_label18.yml	false	OUT OF MEMORY	121.65726842	66.35978429299985	15000.039424	cloud-23933	OUT OF MEMORY	91.825405843	50.65720152099675	15000.166400	cloud-23944	OUT OF MEMORY	91.167550753	49.66114143899904	15000.440832	cloud-23944	OUT OF MEMORY	76.649816455	42.50524222198874	15000.174592	cloud-23944
eca-rers2012/Problem07_label19.yml	false	OUT OF MEMORY	108.024214839	58.089117845000146	15000.281088	cloud-23933	OUT OF MEMORY	108.39299352	58.232620115995815	15000.305664	cloud-24276	OUT OF MEMORY	102.327621539	54.670456773004844	15000.055808	cloud-23933	OUT OF MEMORY	84.214754516	45.9328505830199	15000.178688	cloud-23940
eca-rers2012/Problem07_label20.yml	false	OUT OF MEMORY	97.005946592	52.32839659899946	15000.051712	cloud-23979	OUT OF MEMORY	100.370317314	53.83355751899944	15000.035328	cloud-24276	OUT OF MEMORY	102.563166615	55.73424959299882	15000.047616	cloud-23933	OUT OF MEMORY	83.348427313	45.48341187700862	15000.178688	cloud-23943
eca-rers2012/Problem07_label21.yml	true	OUT OF MEMORY	119.539234094	63.917676238999775	15000.047616	cloud-23979	OUT OF MEMORY	107.422468261	57.701157153001986	15000.039424	cloud-24276	OUT OF MEMORY	99.759107024	53.880177006998565	15000.305664	cloud-23933	OUT OF MEMORY	106.310147251	56.418179797008634	15000.039424	cloud-23933
eca-rers2012/Problem07_label22.yml	true	OUT OF MEMORY	85.579301523	47.053440891999344	15000.170496	cloud-23944	OUT OF MEMORY	111.509875696	59.86510241100041	15000.047616	cloud-23979	OUT OF MEMORY	91.750861653	49.82084475699958	15000.055808	cloud-24261	OUT OF MEMORY	82.109189512	44.89327940499061	15000.178688	cloud-23943
eca-rers2012/Problem07_label23.yml	false	OUT OF MEMORY	90.013990109	49.99802524300003	15000.363008	cloud-23944	OUT OF MEMORY	103.248261376	55.7737524510012	15000.047616	cloud-24276	OUT OF MEMORY	96.022349531	52.27066321100574	15000.178688	cloud-23939	OUT OF MEMORY	119.067407585	65.37216738701682	15000.055808	cloud-23982
eca-rers2012/Problem07_label24.yml	true	OUT OF MEMORY	82.641225693	45.62861236800018	15000.162304	cloud-23943	OUT OF MEMORY	85.295721624	46.44603302399628	15000.162304	cloud-23939	OUT OF MEMORY	88.764469644	48.95776525999827	15000.055808	cloud-23979	OUT OF MEMORY	120.15876061	64.89228301899857	15000.051712	cloud-23980
eca-rers2012/Problem07_label25.yml	true	OUT OF MEMORY	92.031897378	49.60911337399921	15000.170496	cloud-23941	OUT OF MEMORY	110.942503826	59.76619537199804	15000.047616	cloud-24276	OUT OF MEMORY	97.484487967	52.47214904699649	15000.051712	cloud-24261	OUT OF MEMORY	113.89162398	63.70872930900077	15000.035328	cloud-23980
eca-rers2012/Problem07_label26.yml	true	OUT OF MEMORY	88.989222357	48.41298893599742	15000.162304	cloud-23941	OUT OF MEMORY	86.638722245	47.05093129799934	15000.358912	cloud-23944	OUT OF MEMORY	77.110533347	42.406784794991836	15000.170496	cloud-23940	OUT OF MEMORY	111.077919556	60.37210498499917	15000.055808	cloud-23933
eca-rers2012/Problem07_label27.yml	true	OUT OF MEMORY	97.374112206	53.07483186299942	15000.047616	cloud-23979	OUT OF MEMORY	97.166085807	52.81185908301268	15000.170496	cloud-23939	OUT OF MEMORY	96.169208128	53.01262258100178	15000.178688	cloud-23941	OUT OF MEMORY	103.402980029	56.02823939797236	15000.305664	cloud-23979
eca-rers2012/Problem07_label28.yml	true	OUT OF MEMORY	77.510068125	42.849214976999065	15000.170496	cloud-23939	OUT OF MEMORY	90.349977332	49.48730719300511	15000.162304	cloud-23942	OUT OF MEMORY	118.137468596	64.78436769099994	15000.055808	cloud-24276	OUT OF MEMORY	82.072954455	44.66639921098249	15000.170496	cloud-23942
eca-rers2012/Problem07_label29.yml	true	OUT OF MEMORY	112.326276984	60.65496447000078	15000.047616	cloud-23933	OUT OF MEMORY	83.422742237	45.41162447899114	15000.358912	cloud-23942	OUT OF MEMORY	92.535978332	49.77717801599647	15000.055808	cloud-24261	OUT OF MEMORY	114.141189341	61.4374589099898	15000.051712	cloud-23938
eca-rers2012/Problem07_label30.yml	false	OUT OF MEMORY	104.284823379	56.764735294000275	15000.043520	cloud-24259	OUT OF MEMORY	103.61374893	56.9237232259984	15000.285184	cloud-23933	OUT OF MEMORY	88.142074669	48.21801793600025	15000.178688	cloud-23944	OUT OF MEMORY	73.660405065	40.473757846979424	15000.174592	cloud-23942
eca-rers2012/Problem07_label31.yml	false	OUT OF MEMORY	96.685739165	54.201527481000085	15000.170496	cloud-23942	OUT OF MEMORY	99.118819447	53.70688811099535	15000.047616	cloud-23979	OUT OF MEMORY	115.264382472	62.83787720299733	15000.051712	cloud-23933	OUT OF MEMORY	115.777853653	64.07442343299044	15000.055808	cloud-23980
eca-rers2012/Problem07_label32.yml	true	OUT OF MEMORY	108.194234474	59.20737071300027	15000.244224	cloud-23933	OUT OF MEMORY	99.269175492	53.35029585700249	15000.170496	cloud-24261	OUT OF MEMORY	102.970859009	55.18797520399676	15000.055808	cloud-23979	OUT OF MEMORY	80.140828299	44.1985433610098	15000.166400	cloud-23943
eca-rers2012/Problem07_label33.yml	true	OUT OF MEMORY	98.706102546	53.526771243999974	15000.047616	cloud-24259	OUT OF MEMORY	105.103228118	56.758520034003595	15000.043520	cloud-23979	OUT OF MEMORY	80.132269483	44.07941950900022	15000.375296	cloud-23944	OUT OF MEMORY	83.967533115	45.75608248001663	15000.162304	cloud-23943
eca-rers2012/Problem07_label34.yml	true	OUT OF MEMORY	115.526064558	61.26378365599976	15000.047616	cloud-23933	OUT OF MEMORY	116.752606048	63.58039536299839	15000.047616	cloud-24276	OUT OF MEMORY	119.816966227	66.57368480700097	15000.055808	cloud-24259	OUT OF MEMORY	122.466204281	66.0446668130171	15000.043520	cloud-23933
eca-rers2012/Problem07_label35.yml	false	OUT OF MEMORY	84.524891446	46.58086261099925	15000.170496	cloud-23940	OUT OF MEMORY	74.224482048	40.61688827499165	15000.166400	cloud-23939	OUT OF MEMORY	110.197133285	60.70561665800051	15000.051712	cloud-23979	OUT OF MEMORY	105.309723626	56.30977371800691	15000.051712	cloud-23979
eca-rers2012/Problem07_label36.yml	false	OUT OF MEMORY	108.832896259	58.99867404999986	15000.047616	cloud-23933	OUT OF MEMORY	85.098516598	46.92536851699697	15000.424448	cloud-23941	OUT OF MEMORY	122.316515483	68.79094586400001	15000.297472	cloud-24261	OUT OF MEMORY	123.736553805	68.29677983699366	15000.043520	cloud-23982
eca-rers2012/Problem07_label37.yml	false	OUT OF MEMORY	97.560979623	52.95029927399992	15000.039424	cloud-24259	OUT OF MEMORY	82.726374857	45.69949034700403	15000.162304	cloud-23941	OUT OF MEMORY	108.982029403	58.749478038999996	15000.301568	cloud-24276	OUT OF MEMORY	102.622311171	55.47079003902036	15000.293376	cloud-23979
eca-rers2012/Problem07_label38.yml	true	OUT OF MEMORY	112.796183651	61.634196204000546	15000.047616	cloud-23933	OUT OF MEMORY	89.819372137	48.781723627995234	15000.043520	cloud-24261	OUT OF MEMORY	99.432113199	54.10096130700549	15000.055808	cloud-23933	OUT OF MEMORY	122.008012908	66.55748093800503	15000.039424	cloud-23982
eca-rers2012/Problem07_label39.yml	false	OUT OF MEMORY	94.757973651	51.78071794000061	15000.031232	cloud-24259	OUT OF MEMORY	77.239246715	42.21891532299924	15000.170496	cloud-23944	OUT OF MEMORY	91.073667217	50.42188911999983	15000.412160	cloud-23941	OUT OF MEMORY	111.16477062	61.10271920397645	15000.150016	cloud-23980
eca-rers2012/Problem07_label40.yml	false	OUT OF MEMORY	104.453781656	56.124945298000966	15000.047616	cloud-24259	OUT OF MEMORY	101.035881407	55.04511406099482	15000.039424	cloud-24276	OUT OF MEMORY	97.038093781	53.087592563000726	15000.055808	cloud-24261	OUT OF MEMORY	120.119770367	64.5266206249944	15000.051712	cloud-23938
eca-rers2012/Problem07_label41.yml	true	OUT OF MEMORY	98.673670296	53.97634709799968	15000.039424	cloud-24259	OUT OF MEMORY	120.882675223	67.21234359100345	15000.309760	cloud-23979	OUT OF MEMORY	85.941522471	47.38460567899892	15000.178688	cloud-23939	OUT OF MEMORY	112.32547634	60.556617833004566	15000.047616	cloud-23979
eca-rers2012/Problem07_label42.yml	false	OUT OF MEMORY	96.654212803	51.76675002999946	15000.047616	cloud-23979	OUT OF MEMORY	109.390347572	58.959848565995344	15000.047616	cloud-24276	OUT OF MEMORY	86.384546018	46.731282378998	15000.055808	cloud-23979	OUT OF MEMORY	121.645065153	66.74975182401249	15000.047616	cloud-23982
eca-rers2012/Problem07_label43.yml	true	OUT OF MEMORY	122.425448564	66.8548015560009	15000.043520	cloud-24259	OUT OF MEMORY	111.207071769	60.56411726299848	15000.039424	cloud-23979	OUT OF MEMORY	95.716347634	52.421547538	15000.051712	cloud-23979	OUT OF MEMORY	82.002280226	44.77091454598121	15000.170496	cloud-23943
eca-rers2012/Problem07_label44.yml	false	OUT OF MEMORY	95.052475265	51.004842053000175	15000.047616	cloud-23979	OUT OF MEMORY	105.827865606	56.994180166999286	15000.043520	cloud-23979	OUT OF MEMORY	102.720673037	56.06759433700063	15000.055808	cloud-24261	OUT OF MEMORY	87.033859216	47.77737413000432	15000.174592	cloud-23939
eca-rers2012/Problem07_label45.yml	true	OUT OF MEMORY	121.24562007	66.77789917799964	15000.047616	cloud-24259	OUT OF MEMORY	106.371532054	57.19496009199793	15000.047616	cloud-23933	OUT OF MEMORY	95.323704713	51.72725378099858	15000.055808	cloud-24261	OUT OF MEMORY	109.261977059	59.81708052899921	15000.051712	cloud-23933
eca-rers2012/Problem07_label46.yml	false	OUT OF MEMORY	112.7016354	60.5832302430008	15000.043520	cloud-23933	OUT OF MEMORY	93.711809121	51.56992046200321	15000.043520	cloud-24261	OUT OF MEMORY	99.511304935	53.873641334997956	15000.051712	cloud-24261	OUT OF MEMORY	112.143220827	59.72792252601357	15000.039424	cloud-23933
eca-rers2012/Problem07_label47.yml	false	OUT OF MEMORY	100.019116258	54.45893998499923	15000.043520	cloud-24259	OUT OF MEMORY	86.56604659	47.10274646800826	15000.322048	cloud-23939	OUT OF MEMORY	96.718741103	52.483494648004125	15000.055808	cloud-24261	OUT OF MEMORY	77.6701114	42.306055666005705	15000.367104	cloud-23944
eca-rers2012/Problem07_label48.yml	false	OUT OF MEMORY	107.922875381	58.17449117899923	15000.043520	cloud-24259	OUT OF MEMORY	115.907730999	64.70200387300065	15000.281088	cloud-23979	OUT OF MEMORY	111.860974524	59.85478315200089	15000.055808	cloud-23933	OUT OF MEMORY	103.075685533	55.46796740198624	15000.039424	cloud-23979
eca-rers2012/Problem07_label49.yml	true	OUT OF MEMORY	91.793446545	49.737805745000514	15000.428544	cloud-23942	OUT OF MEMORY	85.212896155	46.359971002995735	15000.166400	cloud-23939	OUT OF MEMORY	96.486966936	52.52150256699679	15000.055808	cloud-24261	OUT OF MEMORY	104.852667467	56.47854956801166	15000.055808	cloud-23933
eca-rers2012/Problem07_label50.yml	true	OUT OF MEMORY	82.08200128	44.860658855999645	15000.170496	cloud-23940	OUT OF MEMORY	107.579893372	59.172279116995924	15000.043520	cloud-23979	OUT OF MEMORY	91.608033058	49.96732969400182	15000.055808	cloud-24261	OUT OF MEMORY	90.210149241	49.33839498998714	15000.178688	cloud-23939
eca-rers2012/Problem07_label51.yml	true	OUT OF MEMORY	88.74442971	48.064102446001925	15000.383488	cloud-23944	OUT OF MEMORY	85.669475746	47.30731451298925	15000.170496	cloud-23941	OUT OF MEMORY	116.155139703	62.93721823299711	15000.051712	cloud-23979	OUT OF MEMORY	90.256139278	49.29820568600553	15000.174592	cloud-23940
eca-rers2012/Problem07_label52.yml	true	OUT OF MEMORY	98.981332339	53.489258736999545	15000.043520	cloud-24259	OUT OF MEMORY	77.640914181	42.474252164014615	15000.166400	cloud-23940	OUT OF MEMORY	119.511229268	67.87196520500001	15000.293376	cloud-23979	OUT OF MEMORY	103.592093856	56.03292725101346	15000.051712	cloud-23979
eca-rers2012/Problem07_label53.yml	true	OUT OF MEMORY	104.644834247	56.407693806999305	15000.043520	cloud-23933	OUT OF MEMORY	78.121406394	43.17424919399491	15000.162304	cloud-23941	OUT OF MEMORY	87.498489738	47.557863374997396	15000.047616	cloud-23979	OUT OF MEMORY	90.645284408	49.57812542200554	15000.170496	cloud-23943
eca-rers2012/Problem07_label54.yml	true	OUT OF MEMORY	110.232407677	59.656190564997814	15000.043520	cloud-23979	OUT OF MEMORY	106.903728345	57.47590103100083	15000.043520	cloud-23933	OUT OF MEMORY	105.092685989	56.62028409499908	15000.051712	cloud-23933	OUT OF MEMORY	81.275813004	44.04040874997736	15000.174592	cloud-23943
eca-rers2012/Problem07_label55.yml	true	OUT OF MEMORY	104.260488579	56.83375119300035	15000.215552	cloud-23933	OUT OF MEMORY	106.50593016	57.01708554400102	15000.047616	cloud-24276	OUT OF MEMORY	86.253079374	46.75777764099621	15000.166400	cloud-23944	OUT OF MEMORY	111.325185793	60.561306473013246	15000.051712	cloud-23938
eca-rers2012/Problem07_label56.yml	true	OUT OF MEMORY	105.123465872	57.495912147000126	15000.039424	cloud-24259	OUT OF MEMORY	78.719243213	43.26698326699261	15000.166400	cloud-23941	OUT OF MEMORY	75.99550537	41.86205900499772	15000.170496	cloud-23943	OUT OF MEMORY	80.857617227	43.820382562000304	15000.174592	cloud-23940
