tool		Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6
nla-digbench-scaling/cohendiv-ll_valuebound2.yml	true	ERROR (solver error, after parsing finished)	30.965544846	17.258571975999075	557.178880	cloud-23979	ERROR (solver error, after parsing finished)	35.724638006	20.148963106999872	602.046464	cloud-23933	ERROR (server error, after parsing finished)	22.007064416	11.901971172999765	602.300416	cloud-23933	ERROR (solver error, after parsing finished)	28.335052083	16.316014711017488	570.335232	cloud-23982
nla-digbench-scaling/cohendiv-ll_valuebound20.yml	true	true	26.841011396	14.614351530999556	666.210304	cloud-23933	true	29.099563209	15.823145559003024	654.196736	cloud-23979	true	28.609621157	15.541216214995075	668.393472	cloud-23979	true	29.506079008	18.552677050000057	620.617728	cloud-23980
nla-digbench-scaling/cohendiv-ll_valuebound5.yml	true	true	24.461300937	13.158552157998201	644.820992	cloud-23933	true	31.065184181	16.591246037001838	653.172736	cloud-23933	true	30.413784519	16.425344137001957	650.461184	cloud-23933	true	30.081433034	18.463668759010034	554.733568	cloud-23979
nla-digbench-scaling/cohendiv-ll_valuebound50.yml	true	true	27.239473842	14.76811116799945	625.360896	cloud-24259	true	26.399932251	14.884952044012607	679.284736	cloud-24261	true	29.060956767	15.721451190998778	622.039040	cloud-24259	true	29.870016141	18.159877931000665	602.648576	cloud-23933
nla-digbench-scaling/dijkstra-u_unwindbound1.yml	true	TIMEOUT	990.245589117	974.624910215	731.004928	cloud-23979	TIMEOUT	990.270419388	970.0353602379982	778.850304	cloud-23979	ERROR (solver error, after parsing finished)	723.927121154	711.8112733399998	633.823232	cloud-23979	TIMEOUT	990.293183678	973.6278781860019	728.850432	cloud-23938
nla-digbench-scaling/dijkstra-u_unwindbound10.yml	false	TIMEOUT	990.307634807	970.8654444890017	1038.540800	cloud-24259	TIMEOUT	990.366313021	968.8607349619997	969.949184	cloud-23933	ERROR (solver error, after parsing finished)	728.681311448	714.6174230799998	966.856704	cloud-23933	TIMEOUT	990.356974575	974.1377969119931	1044.086784	cloud-23979
nla-digbench-scaling/dijkstra-u_unwindbound100.yml	false	TIMEOUT	990.336731818	966.8143456170001	750.661632	cloud-23979	TIMEOUT	990.307161418	968.8746767129996	733.310976	cloud-24276	ERROR (solver error, after parsing finished)	726.020544455	713.1236892050001	792.309760	cloud-24259	TIMEOUT	990.253155091	977.3306182519882	754.135040	cloud-23980
nla-digbench-scaling/dijkstra-u_unwindbound2.yml	true	TIMEOUT	990.303582368	968.673901844	808.632320	cloud-23933	TIMEOUT	990.277735692	968.386624591003	799.838208	cloud-23979	ERROR (solver error, after parsing finished)	725.13582295	712.4773675959996	800.215040	cloud-23979	TIMEOUT	990.308687439	973.7563555169909	738.623488	cloud-23979
nla-digbench-scaling/dijkstra-u_unwindbound20.yml	false	TIMEOUT	990.347293756	969.4504586199982	1005.510656	cloud-23979	TIMEOUT	990.361605178	969.8373185639939	1014.833152	cloud-24261	ERROR (solver error, after parsing finished)	728.953005035	717.8057255210006	2504.626176	cloud-23940	TIMEOUT	990.295676793	977.1196745839843	980.283392	cloud-23982
nla-digbench-scaling/dijkstra-u_unwindbound5.yml	false	TIMEOUT	990.292372787	970.1290635130003	998.596608	cloud-24259	TIMEOUT	990.347685689	971.0606274180027	991.649792	cloud-24261	ERROR (solver error, after parsing finished)	760.268469144	745.1490594969982	1547.870208	cloud-24259	TIMEOUT	990.3077852	973.1359456930077	966.037504	cloud-23979
nla-digbench-scaling/dijkstra-u_unwindbound50.yml	false	TIMEOUT	990.331421103	970.7990069770003	766.529536	cloud-23933	TIMEOUT	990.362556999	966.2781098150008	803.835904	cloud-23933	ERROR (solver error, after parsing finished)	726.75129398	712.965627030997	687.624192	cloud-23979	TIMEOUT	990.317699722	975.1944622499868	764.907520	cloud-23979
nla-digbench-scaling/dijkstra-u_valuebound1.yml	true	TIMEOUT	990.314842348	970.8256088419985	803.426304	cloud-24259	TIMEOUT	990.303737914	966.0610741679993	711.950336	cloud-23933	ERROR (solver error, after parsing finished)	727.811909025	713.3008917159968	754.233344	cloud-23933	TIMEOUT	990.269896174	978.1497760209895	714.915840	cloud-23980
nla-digbench-scaling/dijkstra-u_valuebound10.yml	true	TIMEOUT	990.312754966	970.553797562	742.551552	cloud-23979	TIMEOUT	990.323184514	967.579774717	742.244352	cloud-24276	ERROR (solver error, after parsing finished)	732.176807057	715.5365662750046	976.228352	cloud-23933	TIMEOUT	990.297215611	974.5351535690133	720.502784	cloud-23933
nla-digbench-scaling/dijkstra-u_valuebound100.yml	true	TIMEOUT	990.325980015	971.0280651680005	752.082944	cloud-23933	TIMEOUT	990.374827491	968.4285826790001	736.837632	cloud-23933	ERROR (solver error, after parsing finished)	727.705943928	713.3127324919988	693.223424	cloud-23979	TIMEOUT	990.276146287	978.349215905997	699.613184	cloud-23980
nla-digbench-scaling/dijkstra-u_valuebound2.yml	true	TIMEOUT	990.273070428	970.4929254950002	782.360576	cloud-24259	TIMEOUT	990.302454137	968.0097629260017	704.729088	cloud-24276	ERROR (solver error, after parsing finished)	729.907381404	714.3899170520003	691.388416	cloud-23933	TIMEOUT	990.29968106	973.2787710310076	773.689344	cloud-23933
nla-digbench-scaling/dijkstra-u_valuebound20.yml	true	TIMEOUT	990.294287444	973.678559674001	774.795264	cloud-24259	TIMEOUT	990.292657086	970.4626187180111	786.759680	cloud-24261	ERROR (solver error, after parsing finished)	727.775189757	714.0407938509998	759.500800	cloud-23979	TIMEOUT	990.28320338	973.4289075649867	696.160256	cloud-23933
nla-digbench-scaling/dijkstra-u_valuebound5.yml	true	TIMEOUT	990.283932224	971.2971082450003	823.177216	cloud-24259	TIMEOUT	990.315316867	970.1396802640011	757.501952	cloud-23933	ERROR (solver error, after parsing finished)	727.921517919	713.8129492970002	1058.426880	cloud-23979	TIMEOUT	990.234043732	975.5471017480013	747.634688	cloud-23982
nla-digbench-scaling/dijkstra-u_valuebound50.yml	true	TIMEOUT	990.332483921	969.3745824340003	736.890880	cloud-23933	TIMEOUT	990.315290757	969.1634952460008	686.866432	cloud-24276	ERROR (solver error, after parsing finished)	723.036090195	711.4674271679996	673.685504	cloud-23979	TIMEOUT	990.294427484	974.746000034007	710.955008	cloud-23979
nla-digbench-scaling/divbin2_unwindbound1.yml	true	TIMEOUT	990.247596276	974.7423517300001	654.270464	cloud-23979	TIMEOUT (ERROR (inner timeout, after parsing finished))	975.607258016	960.7989489809988	662.556672	cloud-23944	ERROR (solver error, after parsing finished)	96.342000322	85.0641603759941	569.016320	cloud-23933	TIMEOUT	990.238897718	979.8781324189913	611.475456	cloud-23980
nla-digbench-scaling/divbin2_unwindbound10.yml	true	TIMEOUT (ERROR (inner timeout, after parsing finished))	957.144873675	941.0042181270001	602.337280	cloud-23933	TIMEOUT (ERROR (inner timeout, after parsing finished))	961.344515085	944.2641624349999	635.867136	cloud-23933	ERROR (solver error, after parsing finished)	51.102975815	40.73743163399922	576.270336	cloud-23933	TIMEOUT	990.289226846	977.211220415018	598.097920	cloud-23933
nla-digbench-scaling/divbin2_unwindbound100.yml	true	TIMEOUT (ERROR (inner timeout, after parsing finished))	978.951308681	966.0709032489995	662.368256	cloud-24259	TIMEOUT (ERROR (inner timeout, after parsing finished))	981.444498808	964.8183731530007	650.989568	cloud-24276	ERROR (solver error, after parsing finished)	64.821352107	55.62138013100048	567.996416	cloud-23979	TIMEOUT	990.238437455	977.2824084850145	610.172928	cloud-23982
nla-digbench-scaling/divbin2_unwindbound2.yml	true	TIMEOUT (ERROR (inner timeout, after parsing finished))	930.419247377	915.1833386790004	717.590528	cloud-23933	TIMEOUT (ERROR (inner timeout, after parsing finished))	928.55792059	916.1942691590011	715.853824	cloud-23979	ERROR (solver error, after parsing finished)	29.351363446	19.16177021099429	574.648320	cloud-24259	TIMEOUT	990.261638909	976.8377905529924	698.818560	cloud-23982
nla-digbench-scaling/divbin2_unwindbound20.yml	true	TIMEOUT	990.288731551	975.1618642979993	729.853952	cloud-23979	TIMEOUT	990.310568194	973.7021423049991	709.480448	cloud-23933	ERROR (solver error, after parsing finished)	723.24271317	712.1520035020003	579.248128	cloud-23979	TIMEOUT	990.317252077	975.9992844089866	833.912832	cloud-23938
nla-digbench-scaling/divbin2_unwindbound5.yml	true	TIMEOUT (ERROR (inner timeout, after parsing finished))	929.216964854	914.9339909400005	593.780736	cloud-23979	TIMEOUT (ERROR (inner timeout, after parsing finished))	937.836456795	920.0383837570007	590.245888	cloud-24276	ERROR (solver error, after parsing finished)	27.954380035	17.445633750001434	580.067328	cloud-23933	TIMEOUT	990.22690964	977.6859199690225	549.617664	cloud-23980
nla-digbench-scaling/divbin2_unwindbound50.yml	true	TIMEOUT	990.298577314	974.0610597710001	597.176320	cloud-23979	TIMEOUT	990.26705077	974.4376999320011	590.475264	cloud-23933	ERROR (solver error, after parsing finished)	129.29651481	117.83528620099969	575.696896	cloud-23933	TIMEOUT	990.233801847	979.0980670790013	558.866432	cloud-23933
nla-digbench-scaling/divbin2_valuebound1.yml	true	TIMEOUT	990.30430668	974.4360789589991	762.568704	cloud-24259	TIMEOUT	990.249240936	976.755479585001	766.947328	cloud-23942	ERROR (solver error, after parsing finished)	727.713151272	713.7694123050005	595.087360	cloud-23933	TIMEOUT	990.224884105	977.7806642199866	737.382400	cloud-23982
nla-digbench-scaling/divbin2_valuebound10.yml	true	TIMEOUT	990.276556487	974.813721855	654.254080	cloud-24259	TIMEOUT	990.27475689	974.0838152299984	665.968640	cloud-24261	ERROR (solver error, after parsing finished)	725.161046792	712.1472388040002	605.409280	cloud-23933	TIMEOUT	990.277620808	975.7736248039873	619.347968	cloud-23933
nla-digbench-scaling/divbin2_valuebound100.yml	true	TIMEOUT (ERROR (inner timeout, after parsing finished))	944.556381799	928.1607074359999	657.485824	cloud-23979	TIMEOUT (ERROR (inner timeout, after parsing finished))	945.281313982	928.4325816939963	603.496448	cloud-23933	ERROR (solver error, after parsing finished)	33.345073384	24.3028991459978	575.741952	cloud-23979	TIMEOUT	990.281954284	976.4708389580192	609.800192	cloud-23979
nla-digbench-scaling/divbin2_valuebound2.yml	true	TIMEOUT (ERROR (inner timeout, after parsing finished))	974.23943281	956.136001588	666.447872	cloud-23933	TIMEOUT (ERROR (inner timeout, after parsing finished))	970.255511339	953.5468819909947	672.215040	cloud-24276	ERROR (solver error, after parsing finished)	67.284938099	56.56238219399529	588.111872	cloud-23933	TIMEOUT	990.246405519	975.942397413979	638.058496	cloud-23933
nla-digbench-scaling/divbin2_valuebound20.yml	true	TIMEOUT (ERROR (inner timeout, after parsing finished))	948.657012708	932.5157022559979	675.524608	cloud-24259	TIMEOUT (ERROR (inner timeout, after parsing finished))	946.949277273	932.4844465399983	671.285248	cloud-23979	ERROR (solver error, after parsing finished)	45.129683428	35.25441304599735	531.857408	cloud-23933	TIMEOUT	990.326889773	976.5566536060069	739.307520	cloud-23979
nla-digbench-scaling/divbin2_valuebound5.yml	true	TIMEOUT (ERROR (inner timeout, after parsing finished))	928.934310935	915.277940255999	666.619904	cloud-24259	TIMEOUT (ERROR (inner timeout, after parsing finished))	934.904806817	918.3624665199968	653.901824	cloud-23979	ERROR (solver error, after parsing finished)	26.482588641	16.54979437399743	591.187968	cloud-23979	TIMEOUT	990.289648402	976.3310270770162	627.941376	cloud-23979
nla-digbench-scaling/divbin2_valuebound50.yml	true	TIMEOUT	990.279988889	973.7780538820007	681.062400	cloud-23979	TIMEOUT	990.256471419	974.9928756939989	674.783232	cloud-23979	ERROR (solver error, after parsing finished)	728.480279397	713.8700128280034	583.213056	cloud-23933	TIMEOUT	990.251352692	976.0021535159904	601.931776	cloud-23982
nla-digbench-scaling/divbin_unwindbound1.yml	true	TIMEOUT (ERROR (inner timeout, after parsing finished))	962.802300041	944.5206488170006	679.272448	cloud-23979	TIMEOUT (ERROR (inner timeout, after parsing finished))	959.270199108	941.7188117050027	675.528704	cloud-24276	ERROR (solver error, after parsing finished)	56.920524759	44.76897487699989	607.027200	cloud-23933	TIMEOUT	990.287124755	974.1594054779853	637.554688	cloud-23938
nla-digbench-scaling/divbin_unwindbound10.yml	false	ERROR (solver error, after parsing finished)	145.538406594	132.71142358700308	620.294144	cloud-23933	ERROR (solver error, after parsing finished)	151.216458728	136.23453561699716	641.482752	cloud-23933	ERROR (solver error, after parsing finished)	139.735449989	127.48890992700035	664.948736	cloud-24259	ERROR (solver error, after parsing finished)	43.436415695	31.38024153400329	562.761728	cloud-23938
nla-digbench-scaling/divbin_unwindbound100.yml	false	ERROR (solver error, after parsing finished)	152.087165212	135.86138940100136	630.804480	cloud-23979	ERROR (solver error, after parsing finished)	144.590056098	131.0541652230022	593.076224	cloud-24261	ERROR (solver error, after parsing finished)	728.420900835	716.1854184959957	603.176960	cloud-23933	ERROR (solver error, after parsing finished)	36.79893239	27.048085974995047	565.866496	cloud-23979
nla-digbench-scaling/divbin_unwindbound2.yml	true	ERROR (solver error, after parsing finished)	144.244873095	131.90622907500074	618.143744	cloud-23933	ERROR (solver error, after parsing finished)	147.641289905	132.4775302150083	608.444416	cloud-24261	ERROR (solver error, after parsing finished)	727.052595588	712.8005913020024	655.036416	cloud-23933	ERROR (solver error, after parsing finished)	39.581594325	29.477240634994814	568.537088	cloud-23979
nla-digbench-scaling/divbin_unwindbound20.yml	false	ERROR (solver error, after parsing finished)	148.288357932	133.73068669999998	639.045632	cloud-24259	ERROR (solver error, after parsing finished)	143.040741101	130.01817721499538	627.204096	cloud-24261	ERROR (solver error, after parsing finished)	723.049102644	710.973009592999	596.672512	cloud-23979	ERROR (solver error, after parsing finished)	35.964193085	27.448825903993566	610.156544	cloud-23980
nla-digbench-scaling/divbin_unwindbound5.yml	true	ERROR (solver error, after parsing finished)	41.874300987	29.472459643999173	657.010688	cloud-24259	ERROR (solver error, after parsing finished)	50.657988666	36.36596582999482	613.867520	cloud-23979	ERROR (solver error, after parsing finished)	27.423881389	15.783656409999821	627.761152	cloud-23933	ERROR (solver error, after parsing finished)	47.596655028	35.776870481000515	557.936640	cloud-23982
nla-digbench-scaling/divbin_unwindbound50.yml	false	ERROR (solver error, after parsing finished)	143.649061262	128.8171358840009	610.942976	cloud-24259	ERROR (solver error, after parsing finished)	134.969627516	122.41386488100397	599.871488	cloud-24261	ERROR (solver error, after parsing finished)	118.106856438	108.22655897399818	602.025984	cloud-23979	ERROR (solver error, after parsing finished)	39.560832962	29.380368746991735	538.742784	cloud-23979
nla-digbench-scaling/divbin_valuebound1.yml	true	TIMEOUT (ERROR (inner timeout, after parsing finished))	927.128260995	911.6208760480004	672.239616	cloud-23933	TIMEOUT (ERROR (inner timeout, after parsing finished))	932.67862319	914.3240861349987	599.875584	cloud-24276	ERROR (solver error, after parsing finished)	26.256500761	14.428191725994111	640.208896	cloud-23933	TIMEOUT	990.266762978	974.1973396459944	546.095104	cloud-23933
nla-digbench-scaling/divbin_valuebound10.yml	true	TIMEOUT (ERROR (inner timeout, after parsing finished))	942.76061853	926.7993432519997	649.740288	cloud-23933	TIMEOUT (ERROR (inner timeout, after parsing finished))	945.014018416	928.8593057949984	700.436480	cloud-23979	ERROR (solver error, after parsing finished)	40.056875805	29.559455534000335	590.573568	cloud-23933	TIMEOUT	990.328905703	969.4357365809847	675.467264	cloud-23938
nla-digbench-scaling/divbin_valuebound100.yml	true	ERROR (solver error, after parsing finished)	809.610104365	792.7191976080003	609.492992	cloud-23933	ERROR (solver error, after parsing finished)	749.638718612	732.7182091839932	616.980480	cloud-24261	ERROR (solver error, after parsing finished)	110.779459572	100.59514931300146	590.303232	cloud-23979	ERROR (solver error, after parsing finished)	846.921590842	830.8326730949921	581.169152	cloud-23938
nla-digbench-scaling/divbin_valuebound2.yml	true	ERROR (solver error, after parsing finished)	833.250026837	817.3206681350002	633.913344	cloud-24259	ERROR (solver error, after parsing finished)	833.721797273	816.4909285459871	649.007104	cloud-24261	ERROR (solver error, after parsing finished)	122.468539553	112.31008338399988	599.343104	cloud-23979	TIMEOUT (ERROR (solver error, after parsing finished))	922.768351474	908.4446529580164	644.542464	cloud-23982
nla-digbench-scaling/divbin_valuebound20.yml	true	TIMEOUT	990.294408782	973.1876485039975	657.551360	cloud-23933	TIMEOUT	990.282679954	971.609696411997	652.660736	cloud-24276	ERROR (solver error, after parsing finished)	234.491963765	225.4112401149996	590.942208	cloud-23979	TIMEOUT	990.24848211	977.9020883189805	638.812160	cloud-23980
nla-digbench-scaling/divbin_valuebound5.yml	true	TIMEOUT	990.243760429	974.3062708150001	701.894656	cloud-24259	TIMEOUT	990.284659413	971.4654491750007	682.078208	cloud-24276	ERROR (solver error, after parsing finished)	202.489794797	190.8885948510001	593.776640	cloud-23979	TIMEOUT	990.268774964	976.3908434440091	652.505088	cloud-23979
nla-digbench-scaling/divbin_valuebound50.yml	true	ERROR (solver error, after parsing finished)	476.251371937	460.5301124900002	629.161984	cloud-24259	ERROR (solver error, after parsing finished)	578.477528162	564.1601960550033	652.828672	cloud-23979	ERROR (solver error, after parsing finished)	25.389811053	16.405338486998517	605.913088	cloud-23979	ERROR (solver error, after parsing finished)	604.81049006	592.7896397659788	608.354304	cloud-23933
nla-digbench-scaling/egcd-ll_unwindbound1.yml	false	false(unreach-call)	141.483478866	125.57322409100016	663.928832	cloud-23933	false(unreach-call)	143.389796517	126.23152154200943	654.655488	cloud-24261	ERROR (solver error, after parsing finished)	486.287800212	471.86161854700003	631.599104	cloud-23933	false(unreach-call)	35.703743235	24.41100860698498	621.600768	cloud-23980
nla-digbench-scaling/egcd-ll_unwindbound10.yml	false	TIMEOUT	990.241028953	971.5166259210005	598.949888	cloud-24259	TIMEOUT	990.319305739	970.4212540519948	647.577600	cloud-24261	ERROR (solver error, after parsing finished)	725.402075256	711.8057480580028	630.956032	cloud-23979	TIMEOUT	990.29589313	974.3469372230174	625.729536	cloud-23979
nla-digbench-scaling/egcd-ll_unwindbound100.yml	false	TIMEOUT (ERROR (solver error, after parsing finished))	962.748584957	943.8217628330021	667.766784	cloud-23933	TIMEOUT	990.30380383	970.3715093060018	667.848704	cloud-23933	ERROR (solver error, after parsing finished)	425.899011149	410.3930200320028	605.925376	cloud-24259	TIMEOUT	990.296147598	973.7358078869875	611.635200	cloud-23933
nla-digbench-scaling/egcd-ll_unwindbound2.yml	false	ERROR (solver error, after parsing finished)	481.246170567	463.3920464510011	646.000640	cloud-24259	ERROR (solver error, after parsing finished)	730.790002245	712.3341522679984	652.914688	cloud-23979	ERROR (solver error, after parsing finished)	518.891594471	503.2000780449962	639.885312	cloud-23933	ERROR (solver error, after parsing finished)	474.135848706	462.49503576999996	607.141888	cloud-23980
nla-digbench-scaling/egcd-ll_unwindbound20.yml	false	TIMEOUT	990.290064436	970.7756127870016	724.344832	cloud-24259	TIMEOUT	990.290723851	968.0877872519995	643.690496	cloud-23933	ERROR (solver error, after parsing finished)	226.153955795	211.52533878300164	631.775232	cloud-23933	TIMEOUT	990.278700172	974.3778925200168	718.630912	cloud-23938
nla-digbench-scaling/egcd-ll_unwindbound5.yml	false	ERROR (solver error, after parsing finished)	448.597080156	433.65458757599845	681.472000	cloud-24259	ERROR (solver error, after parsing finished)	487.485757082	470.4589967380016	679.927808	cloud-24261	ERROR (solver error, after parsing finished)	723.138325806	710.898882124	634.826752	cloud-23979	ERROR (solver error, after parsing finished)	401.565412344	387.34462839600747	603.254784	cloud-23938
nla-digbench-scaling/egcd-ll_unwindbound50.yml	false	TIMEOUT (ERROR (inner timeout, after parsing finished))	982.586708809	964.4510151939994	660.934656	cloud-23933	TIMEOUT (ERROR (inner timeout, after parsing finished))	983.041797123	963.6539655899978	655.265792	cloud-24261	ERROR (solver error, after parsing finished)	87.403849227	74.41832125999645	647.143424	cloud-23933	TIMEOUT	990.291366391	973.8570044549997	574.021632	cloud-23982
nla-digbench-scaling/egcd-ll_valuebound1.yml	true	true	21.095078649	11.425365571998555	659.156992	cloud-23933	true	29.948228169	16.34006706999935	707.203072	cloud-23979	true	24.922218504	13.687003648999962	634.433536	cloud-23979	ERROR (solver error, after parsing finished)	282.764903687	269.1463583660079	587.862016	cloud-23982
nla-digbench-scaling/egcd-ll_valuebound10.yml	true	true	48.082616604	30.391825038001116	652.500992	cloud-23979	true	47.630669167	30.02242416399531	666.447872	cloud-24261	ERROR (solver error, after parsing finished)	35.306809611	19.322290326000257	627.122176	cloud-23933	true	34.310601238	22.700995502003934	601.415680	cloud-23979
nla-digbench-scaling/egcd-ll_valuebound100.yml	true	true	144.569059365	127.4846436709995	642.875392	cloud-23933	true	72.181146776	54.311839410001994	646.852608	cloud-24261	ERROR (solver error, after parsing finished)	57.585794445	44.93595258500045	628.568064	cloud-23933	true	37.094697338	24.039748434996	599.076864	cloud-23938
nla-digbench-scaling/egcd-ll_valuebound2.yml	true	true	30.687232657	16.412843481999516	637.112320	cloud-23979	true	32.194436963	17.563789863997954	656.515072	cloud-23979	true	29.350586721	16.33106575900092	630.083584	cloud-23933	true	27.935409252	18.05710714898305	595.988480	cloud-23940
nla-digbench-scaling/egcd-ll_valuebound20.yml	true	true	49.471233212	32.25401504900219	645.754880	cloud-24259	true	57.623836111	37.35037964500225	662.282240	cloud-24276	ERROR (solver error, after parsing finished)	34.6192237	19.298508873999708	618.098688	cloud-23933	true	34.950677211	23.030101759999525	578.473984	cloud-23979
nla-digbench-scaling/egcd-ll_valuebound5.yml	true	true	44.790386878	28.87088204599968	649.666560	cloud-24259	true	46.40151352	29.461089250005898	656.543744	cloud-24261	ERROR (solver error, after parsing finished)	34.681315965	18.83994356799667	634.802176	cloud-23933	true	35.92185865	25.23380652401829	638.750720	cloud-23980
nla-digbench-scaling/egcd-ll_valuebound50.yml	true	true	54.006139617	37.94655396200005	643.239936	cloud-23933	true	62.694480238	43.55152546400495	644.390912	cloud-23933	ERROR (solver error, after parsing finished)	44.354335387	29.59535982599482	623.419392	cloud-23933	true	42.9544275	29.018025390978437	620.425216	cloud-23933
nla-digbench-scaling/egcd2-ll_unwindbound1.yml	false	false(unreach-call)	25.658888743	13.75187117799942	623.149056	cloud-23979	false(unreach-call)	31.045227889	16.711287599995558	685.236224	cloud-23979	false(unreach-call)	25.02379216	13.404619664001075	658.788352	cloud-23933	false(unreach-call)	25.926956229	14.973712554987287	578.605056	cloud-23979
nla-digbench-scaling/egcd2-ll_unwindbound10.yml	false	TIMEOUT (ERROR (inner timeout, after parsing finished))	927.74669819	911.4266678940003	675.352576	cloud-23979	TIMEOUT (ERROR (inner timeout, after parsing finished))	935.103118682	914.9073965159987	659.894272	cloud-24276	ERROR (server error, after parsing finished)	25.099813452	13.49966243200015	648.577024	cloud-23979	TIMEOUT	990.296495597	974.182265890995	625.651712	cloud-23979
nla-digbench-scaling/egcd2-ll_unwindbound100.yml	false	TIMEOUT (ERROR (inner timeout, after parsing finished))	933.598114564	913.1243636600002	656.732160	cloud-23933	TIMEOUT (ERROR (inner timeout, after parsing finished))	931.72927409	912.9961923069932	608.075776	cloud-24261	ERROR (server error, after parsing finished)	29.775188367	16.115220273000887	638.832640	cloud-24259	TIMEOUT	990.262953421	976.5973332349968	594.202624	cloud-23933
nla-digbench-scaling/egcd2-ll_unwindbound2.yml	false	ERROR (solver error, after parsing finished)	117.35462362	102.61213238799974	637.497344	cloud-23933	ERROR (solver error, after parsing finished)	132.741277346	115.5104131329972	706.723840	cloud-24276	ERROR (solver error, after parsing finished)	28.127505134	15.04683547100285	682.586112	cloud-24259	ERROR (solver error, after parsing finished)	117.832001405	107.1155652749876	581.898240	cloud-23980
nla-digbench-scaling/egcd2-ll_unwindbound20.yml	false	TIMEOUT (ERROR (inner timeout, after parsing finished))	928.085888765	911.3658444500002	660.467712	cloud-24259	TIMEOUT (ERROR (inner timeout, after parsing finished))	937.228374699	915.2616613739992	654.745600	cloud-23933	ERROR (server error, after parsing finished)	28.959693676	15.64576644400222	632.856576	cloud-23933	TIMEOUT	990.263290389	974.8966860980145	599.216128	cloud-23933
nla-digbench-scaling/egcd2-ll_unwindbound5.yml	false	TIMEOUT (ERROR (inner timeout, after parsing finished))	934.272401339	914.0270300799998	660.807680	cloud-23979	TIMEOUT (ERROR (inner timeout, after parsing finished))	934.113815088	914.1857242920014	634.818560	cloud-24276	ERROR (server error, after parsing finished)	26.630089491	14.455628505998902	606.912512	cloud-24259	TIMEOUT	990.229040722	978.3262169969967	622.120960	cloud-23980
nla-digbench-scaling/egcd2-ll_unwindbound50.yml	false	TIMEOUT (ERROR (inner timeout, after parsing finished))	931.311370958	913.4355661789996	632.037376	cloud-24259	TIMEOUT (ERROR (inner timeout, after parsing finished))	929.391202587	911.8622285559977	689.987584	cloud-23979	ERROR (server error, after parsing finished)	28.828356847	15.402990063999823	614.658048	cloud-23933	TIMEOUT	990.279094868	974.7822494139837	630.874112	cloud-23980
nla-digbench-scaling/egcd2-ll_valuebound1.yml	true	TIMEOUT (ERROR (inner timeout, after parsing finished))	940.018116179	917.5743888360012	673.624064	cloud-23979	TIMEOUT (ERROR (inner timeout, after parsing finished))	939.270629831	917.342159795	669.831168	cloud-24276	ERROR (server error, after parsing finished)	28.903256552	15.845145715000399	609.357824	cloud-24259	TIMEOUT	990.336912913	974.2778630559915	746.496000	cloud-23933
nla-digbench-scaling/egcd2-ll_valuebound10.yml	true	TIMEOUT (ERROR (inner timeout, after parsing finished))	937.147405701	914.98503738	716.587008	cloud-23979	TIMEOUT (ERROR (inner timeout, after parsing finished))	931.052801618	912.6879845529984	726.089728	cloud-23933	ERROR (server error, after parsing finished)	27.316678452	14.668280988000333	618.299392	cloud-23933	TIMEOUT	990.269048029	975.4948805150052	678.031360	cloud-23982
nla-digbench-scaling/egcd2-ll_valuebound100.yml	true	TIMEOUT (ERROR (inner timeout, after parsing finished))	928.261327403	912.2557777069997	776.998912	cloud-24259	TIMEOUT (ERROR (inner timeout, after parsing finished))	930.824131157	912.8726637810032	756.453376	cloud-23979	ERROR (server error, after parsing finished)	24.764726109	13.353227081999648	648.331264	cloud-23933	TIMEOUT	990.317919759	973.5298936439794	714.629120	cloud-23938
nla-digbench-scaling/egcd2-ll_valuebound2.yml	true	TIMEOUT (ERROR (inner timeout, after parsing finished))	932.851376644	913.9745223820009	944.668672	cloud-23979	TIMEOUT (ERROR (inner timeout, after parsing finished))	930.283410232	912.5158164399909	928.264192	cloud-24261	ERROR (server error, after parsing finished)	27.603908481	15.242502944001899	635.797504	cloud-24259	TIMEOUT	990.376731016	973.3899980439746	902.598656	cloud-23938
nla-digbench-scaling/egcd2-ll_valuebound20.yml	true	TIMEOUT (ERROR (inner timeout, after parsing finished))	932.395449916	913.1282154070004	761.245696	cloud-23933	TIMEOUT (ERROR (inner timeout, after parsing finished))	928.290934514	911.3599242820019	773.832704	cloud-24276	ERROR (solver error, after parsing finished)	22.321578503	12.181585613998323	651.964416	cloud-23979	TIMEOUT	990.306910456	973.8588598950009	723.501056	cloud-23938
nla-digbench-scaling/egcd2-ll_valuebound5.yml	true	TIMEOUT (ERROR (inner timeout, after parsing finished))	934.764938745	913.9903794590009	743.555072	cloud-23979	TIMEOUT (ERROR (inner timeout, after parsing finished))	927.78860848	911.1917949140043	766.156800	cloud-23942	ERROR (server error, after parsing finished)	25.837241247	13.970373623997148	582.017024	cloud-23933	TIMEOUT	990.293590193	972.8652138149773	729.583616	cloud-23938
